ID	BM_SRS013506	BM_SRS015374	BM_SRS015646	BM_SRS017687	BM_SRS019221	BM_SRS019329	BM_SRS020336	BM_SRS022145	BM_SRS022532	BM_SRS045049	TD_SRS011243	TD_SRS013234	TD_SRS014888	TD_SRS015941	TD_SRS016086	TD_SRS016342	TD_SRS017713	TD_SRS019219	TD_SRS019327	TD_SRS043663
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0.0022	0.0	0.01061	0.01686	0.0	0.0	0.0	0.00114	0.0	0.01816	0.03324	0.03106	0.13956	0.84688	0.19689	0.38534	0.14342	1.25686	1.26968	0.20339
k__Bacteria|p__Firmicutes|c__Negativicutes	0.33299	0.25355	0.13156	3.00219	3.05013	4.07603	5.98677	0.36491	0.42544	1.264	7.14759	11.80063	6.05598	21.34793	11.49489	9.28056	8.04685	28.31596	12.76169	9.39924
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.33299	0.25355	0.13156	3.00219	3.05013	4.07603	5.98677	0.36491	0.42544	1.264	7.14759	11.80063	6.05598	21.34793	11.49489	9.28056	8.04685	28.31596	12.76169	9.39924
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.33299	0.25355	0.13156	3.00219	3.05013	4.07603	5.98677	0.36491	0.42544	1.264	7.14759	11.80063	6.05598	21.34793	11.49489	9.28056	8.04685	28.31596	12.76169	9.39924
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.0	0.0	0.0	0.01898	0.0	0.0	0.00949	0.00182	0.003	0.0	0.00299	0.00665	0.0	0.01106	0.0	0.00169	0.00459	0.0	0.00134	0.00398
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0	0.0	0.01898	0.0	0.0	0.00949	0.00182	0.003	0.0	0.00299	0.00665	0.0	0.0	0.0	0.00169	0.00459	0.0	0.00134	0.00398
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_microaerophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0.00694	0.0	0.00348	0.01812	0.01084	0.0	0.13773	0.00753	0.0	0.01159	0.02811	0.44704	0.00223	2.09524	0.29138	0.64182	0.3268	2.78855	0.13792	0.02368
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0.00694	0.0	0.00348	0.01812	0.01084	0.0	0.13773	0.00753	0.0	0.01159	0.02811	0.44704	0.00223	2.09524	0.29138	0.64182	0.3268	2.78855	0.13792	0.02368
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	0.00703	0.0	0.00969	0.17902	0.0	0.0	0.03458	0.00168	0.02697	0.00921	0.00071	0.04971	0.00671	0.33254	0.34323	0.0668	0.04947	0.57771	0.11268	0.00719
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_artemidis	0.0	0.0	0.0	0.02853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.00049	0.00243	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_flueggei	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628	0.0	0.0359	0.04613	0.00964	0.00277	0.07854	0.01169	0.00051
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_noxia	0.0	0.0	0.0	0.10959	0.0	0.0	0.00133	0.0	0.02697	0.0	0.0	0.01039	0.0	0.00137	0.00062	0.00431	0.01106	0.00196	0.00185	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena	0.0	0.0	0.0	0.03866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.0	0.04306	0.00721	0.00214	0.00887	0.05546	0.0073	0.0001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_unclassified	0.00703	0.0	0.00969	0.0	0.0	0.0	0.03325	0.00168	0.0	0.00921	0.00071	0.02374	0.00671	0.25221	0.28927	0.05023	0.02435	0.44175	0.09184	0.00659
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0.31902	0.25355	0.11839	2.78607	3.03929	4.07603	5.80498	0.35387	0.39547	1.2432	7.11578	11.29723	6.04704	18.90908	10.86028	8.57025	7.66598	24.94969	12.50974	9.36438
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.13805	0.06624	0.05086	0.34139	0.15416	0.0083	2.81434	0.02034	0.02438	0.04117	0.36073	2.63736	0.10073	10.35914	2.98198	2.74929	2.57226	8.24883	1.36399	0.43103
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.03046	0.00733	0.01567	0.31893	0.18037	0.0175	0.86196	0.02818	0.0	0.04997	1.31042	3.41096	0.21981	7.15706	2.61087	1.92711	1.87077	6.46275	1.08084	0.97316
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.1505	0.07256	0.01262	0.96851	0.96451	1.98152	2.12869	0.11699	0.36254	0.91343	0.66189	0.87299	0.62522	0.57856	0.36732	0.91617	0.72272	2.36206	0.98098	0.51754
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0.0	0.10742	0.03924	1.15724	1.74025	2.06872	0.0	0.18836	0.00856	0.23863	4.78274	4.3759	5.10127	0.81432	4.90011	2.97768	2.50024	7.87605	9.08393	7.44265
k__Bacteria|p__Fusobacteria	0.34233	0.08359	0.14571	0.58867	0.08195	1.73162	1.01505	0.21326	0.4109	0.81411	0.21635	0.33192	0.60842	0.70858	0.78391	0.28104	0.75988	5.99409	1.38467	0.28338
k__Bacteria|p__Fusobacteria|c__Fusobacteria	0.34233	0.08359	0.14571	0.58867	0.08195	1.73162	1.01505	0.21326	0.4109	0.81411	0.21635	0.33192	0.60842	0.70858	0.78391	0.28104	0.75988	5.99409	1.38467	0.28338
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales	0.08806	0.01467	0.06864	0.13688	0.0	1.1984	0.1536	0.07161	0.14542	0.62286	0.06557	0.06062	0.28598	0.02794	0.00583	0.04318	0.2681	0.10718	0.14471	0.05475
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae	0.08806	0.01467	0.06864	0.13688	0.0	1.1984	0.1536	0.07161	0.14542	0.62286	0.06557	0.06062	0.28598	0.02794	0.00583	0.04318	0.2681	0.10718	0.14471	0.05475
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.08746	0.01467	0.06864	0.13688	0.0	1.1984	0.1536	0.07161	0.14542	0.62286	0.06557	0.06062	0.28598	0.02794	0.00583	0.04318	0.2681	0.10718	0.14471	0.05475
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.05807	0.01467	0.06621	0.11666	0.0	1.17068	0.1536	0.06519	0.13661	0.58522	0.06346	0.06043	0.12623	0.02469	0.0055	0.02368	0.09518	0.10402	0.12082	0.04459
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	0.02939	0.0	0.00243	0.02022	0.0	0.02772	0.0	0.00642	0.00881	0.03763	0.0021	0.00019	0.15974	0.00325	0.00034	0.0195	0.17292	0.00315	0.0239	0.01016
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Streptobacillus	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Streptobacillus|s__Streptobacillus_moniliformis	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales	0.25427	0.06891	0.07707	0.45178	0.08195	0.53322	0.86145	0.14165	0.26549	0.19125	0.15078	0.2713	0.32244	0.68064	0.77808	0.23786	0.49178	5.88691	1.23996	0.22863
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichales_unclassified	0.23591	0.0629	0.04675	0.16722	0.06323	0.45899	0.35238	0.07897	0.14778	0.10886	0.13882	0.11907	0.30847	0.43785	0.53186	0.13169	0.29888	3.95654	1.15812	0.21861
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae	0.01835	0.00602	0.03032	0.28456	0.01872	0.07423	0.50907	0.06267	0.11771	0.08239	0.01196	0.15223	0.01397	0.24279	0.24621	0.10617	0.19291	1.93037	0.08183	0.01002
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia	0.01835	0.00602	0.03032	0.28456	0.01872	0.07423	0.50907	0.06267	0.11771	0.08239	0.01196	0.15223	0.01397	0.24279	0.24621	0.10617	0.19291	1.93037	0.08183	0.01002
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis	0.00293	0.0	0.0038	0.08456	0.0	0.01776	0.12023	0.03364	0.03371	0.02212	0.00119	0.04296	0.00474	0.02984	0.09441	0.01474	0.08123	0.4354	0.02536	0.00121
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_goodfellowii	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.00083	0.00112	0.00065	0.00182	0.0	0.0	0.00243	0.00189	0.00825	0.00508	0.00286
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0.00314	0.0	0.00553	0.09922	0.0	0.02434	0.14631	0.00588	0.03269	0.02203	0.00243	0.03585	0.00271	0.03064	0.0268	0.03491	0.05011	0.29228	0.02049	0.00264
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_unclassified	0.01228	0.00602	0.021	0.10078	0.01872	0.02865	0.24253	0.02316	0.05131	0.03741	0.00722	0.07277	0.0047	0.18232	0.125	0.0541	0.05968	1.19445	0.03091	0.0033
k__Bacteria|p__Proteobacteria	17.17081	25.14084	18.05018	16.12219	9.50639	41.73515	2.70699	26.70018	12.38775	40.36466	59.64899	6.21674	44.41826	20.98798	46.70819	35.41149	50.11315	12.87241	46.50089	32.97731
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.43619	2.587	0.49666	6.50658	0.48328	3.95431	0.09762	1.00783	1.77942	16.61912	6.52607	0.18953	2.40686	1.97657	14.00227	4.72919	31.21635	1.08585	5.84453	0.20672
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.01805	0.1656	0.00076	0.4993	0.02908	0.67025	0.03298	0.09055	0.12838	0.07012	0.03313	0.03676	0.1459	0.0	0.01137	0.02613	0.15488	0.00301	0.02874	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.01805	0.1656	0.00076	0.4993	0.02908	0.67025	0.03298	0.09055	0.12838	0.07012	0.03313	0.03676	0.1459	0.0	0.01137	0.02613	0.15488	0.00301	0.02874	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.01805	0.1656	0.00076	0.4993	0.02908	0.67025	0.03298	0.09055	0.12838	0.07012	0.03313	0.03676	0.1459	0.0	0.01137	0.02613	0.15488	0.00301	0.02874	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.01805	0.1656	0.00076	0.4993	0.02908	0.67025	0.03298	0.09055	0.12838	0.07012	0.03313	0.03676	0.1459	0.0	0.01137	0.02613	0.15488	0.00301	0.02874	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3.41814	2.4214	0.4959	6.00729	0.4542	3.28406	0.06463	0.91727	1.65104	16.549	6.49294	0.15277	2.26096	1.97657	13.9909	4.70306	31.06147	1.08284	5.81579	0.20672
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	3.41814	2.4214	0.4959	6.00729	0.4542	3.28406	0.06463	0.91727	1.65104	16.549	6.49294	0.15277	2.26096	1.97657	13.9909	4.70306	31.06147	1.08284	5.81579	0.20672
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	0.0	0.0	0.0	0.03587	0.0	0.26518	0.01064	0.0053	0.02685	0.80052	0.00308	0.00936	0.0286	0.0	0.0	0.01002	0.0051	0.0	0.18961	0.004
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0.0	0.0	0.0	0.03587	0.0	0.26518	0.01064	0.0053	0.02685	0.80052	0.00308	0.00936	0.0286	0.0	0.0	0.01002	0.0051	0.0	0.18961	0.004
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	0.00976	0.04874	0.0	0.30472	0.0	0.04907	0.01652	0.00146	0.02631	0.11369	0.05612	0.03813	0.00154	0.00128	0.00534	0.02005	0.05091	0.0	0.0	0.00119
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03677	0.04234	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	0.00976	0.00293	0.0	0.30472	0.0	0.04907	0.01652	0.00146	0.02631	0.07692	0.01378	0.03813	0.00038	0.00086	0.00534	0.0197	0.05091	0.0	0.0	0.00043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_unclassified	0.0	0.04581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.00042	0.0	0.0	0.0	0.0	0.0	0.00077
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	3.40838	2.37266	0.4959	5.66603	0.4542	2.22748	0.03748	0.8976	1.59789	15.62986	6.43374	0.10527	2.21677	1.97529	13.98556	4.67299	31.00547	1.08252	5.62618	0.20152
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.74232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	2.1981	0.0	0.00044	0.0	0.0	0.38717	0.0	0.0	0.0	0.17172	0.00027	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	0.00378	0.03019	0.00146	0.83276	0.0	0.00206	0.03748	0.01891	0.07199	0.01998	0.04324	0.01869	0.04073	0.0	0.00028	0.01252	0.05849	0.00278	0.0	0.02231
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	0.04079	0.0	0.09987	1.66807	0.2239	0.02176	0.0	0.29888	0.05409	0.0	4.2102	0.00709	1.27487	1.13101	6.59574	0.5084	13.95886	0.74396	3.7134	0.09226
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	0.02397	0.0	0.00324	0.06842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.00068	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	0.00766	0.0	0.0	0.04554	0.0	0.0	0.0	0.0	0.0	0.01188	0.0047	0.0	0.00597	0.00172	0.0	0.0	0.00161	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa	0.93061	0.75326	0.3491	2.24945	0.0	0.59341	0.0	0.32431	0.46959	5.14528	0.10636	0.02553	0.05252	0.01191	0.05775	0.60954	1.0608	0.0033	0.0476	0.00355
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_polysaccharea	0.00623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.09508	1.58809	0.0274	0.53165	0.10641	1.06437	0.0	0.18144	1.00222	10.26884	0.07675	0.0499	0.04009	0.0	0.01073	0.05501	0.01151	0.00237	0.0054	0.00606
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0.10217	0.00111	0.0144	0.27013	0.08991	0.01307	0.0	0.07406	0.0	0.00988	1.85989	0.00406	0.29716	0.83065	3.74457	0.01335	1.02029	0.33012	0.03815	0.05262
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0.0	0.0	0.0	0.0	0.03398	0.14565	0.0	0.0	0.0	0.0	0.12705	0.0	0.50415	0.0	3.57597	3.47416	14.89321	0.0	1.82164	0.02474
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.01291	0.0	0.00493	0.0	0.0	0.01404	0.0	0.0	0.0	0.0	0.00031	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.01291	0.0	0.00493	0.0	0.0	0.01404	0.0	0.0	0.0	0.0	0.00031	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.08748	0.02367	0.0604	0.73955	0.22437	0.01674	0.2553	0.04147	0.06668	0.16743	0.69897	1.49923	0.31123	9.43449	6.69974	3.13113	3.42938	9.33874	3.90117	0.35051
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.08748	0.02367	0.0604	0.73955	0.22437	0.01674	0.2553	0.04147	0.06668	0.16743	0.69897	1.49923	0.31123	9.43449	6.69974	3.13113	3.42938	9.33874	3.90117	0.35051
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.08748	0.02367	0.0604	0.73955	0.22437	0.01674	0.2553	0.04147	0.06668	0.16743	0.69897	1.49923	0.31123	9.43449	6.69974	3.13113	3.42938	9.33874	3.90117	0.35051
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.08748	0.02367	0.0604	0.73955	0.22437	0.01674	0.2553	0.04147	0.06668	0.16743	0.69897	1.49923	0.31123	9.43449	6.69974	3.13113	3.42938	9.33874	3.90117	0.35051
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.08748	0.02367	0.0587	0.55904	0.22437	0.01062	0.22799	0.02331	0.01663	0.15401	0.67916	1.48068	0.29532	9.43392	6.69957	3.11805	3.39591	9.33386	3.88238	0.34819
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0.0	0.0	0.0	0.08604	0.0	0.0	0.02113	0.0	0.00645	0.0	0.00364	0.00724	0.00179	0.0	0.0	0.00864	0.01066	0.0	0.00089	6e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	0.0	0.0	0.00135	0.04519	0.0	0.0	0.00618	0.00257	0.0	0.0	0.0003	0.00366	0.00038	0.00011	0.0	0.00062	0.01338	0.0017	0.00091	0.001
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0.0	0.0	0.00034	0.04929	0.0	0.00612	0.0	0.01559	0.04359	0.01342	0.01586	0.00765	0.01374	0.00045	0.00017	0.00376	0.00942	0.00319	0.01701	0.00126
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	13.64714	22.53017	17.49312	8.87605	8.79875	37.76409	2.35408	25.65089	10.54166	23.5781	52.42396	4.52799	41.70017	9.57693	26.00618	27.55116	15.46743	2.44782	36.75519	32.42008
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.0	0.0	0.0	0.07737	0.0	0.53062	0.0	0.0	0.01187	0.14714	0.01443	0.01893	0.01379	0.0	0.0	0.00534	0.01095	0.00109	0.0	0.00112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.0	0.0	0.0	0.07737	0.0	0.53062	0.0	0.0	0.01187	0.14714	0.01443	0.01893	0.01379	0.0	0.0	0.00534	0.01095	0.00109	0.0	0.00112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0.0	0.0	0.0	0.07737	0.0	0.53062	0.0	0.0	0.01187	0.14714	0.01443	0.01893	0.01379	0.0	0.0	0.00534	0.01095	0.00109	0.0	0.00112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	0.0	0.0	0.0	0.07737	0.0	0.53062	0.0	0.0	0.01187	0.14714	0.01443	0.01893	0.01379	0.0	0.0	0.00534	0.01095	0.00109	0.0	0.00112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.00081	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.00081	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.00081	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	13.64714	22.53017	17.49312	8.79868	8.79875	37.23347	2.35408	25.65089	10.52627	23.43096	52.40952	4.50825	41.68544	9.57693	26.00618	27.54582	15.45648	2.44673	36.75519	32.41896
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	13.64714	22.53017	17.49312	8.79868	8.79875	37.23347	2.35408	25.65089	10.52627	23.43096	52.40952	4.50825	41.68544	9.57693	26.00618	27.54582	15.45648	2.44673	36.75519	32.41896
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_minor	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
