	Ensifer	Pantoea	Enterobacter	Pseudomonas	Bacillus	Lysobacter	Rhizobium	Acinetobacter	Streptomyces	Pseudoxanthomonas	Anoxybacillus	Chryseobacterium	Tepidimonas	Acidibacter	Novosphingobium	Methylobacillus	Arthrobacter	Glycomyces	Bryobacter	Blastocatella	Steroidobacter	Gaiella	Hyphomicrobium	Chryseolinea	Massilia	unidentified_Nitrospiraceae	Bradyrhizobium	Ohtaekwangia	Roseiflexus	Devosia	Promicromonospora	Serratia	Agromyces	Phenylobacterium	Enterococcus	Flavisolibacter	Methylotenera	Dyadobacter	unidentified_Methylophilaceae	Altererythrobacter	Cellulosimicrobium	Candidatus_Nitrososphaera	Variovorax	Solirubrobacter	Woodsholea	Candidatus_Entotheonella	Sporosarcina	Terribacillus	Illumatobacter	Gemmatimonas	Terrimonas	Chitinophaga	Bifidobacterium	Lysinibacillus	Modestobacter	Nocardioides	unidentified_Gemmatimonadetes	Methylophilus	Iamia	Opitutus	Aeromicrobium	Pseudonocardia	Aquicella	Polycyclovorans	Bosea	Marmoricola	Paenibacillus	Microvirga	Skermanella	Sorangium	Cellvibrio	Candidatus_Glomeribacter	Flavobacterium	Pedomicrobium	Niastella	Ramlibacter	Haloferula	Parasegetibacter	unidentified_GR-WP33-30	Variibacter	Kribbella	Lysinimonas	Exiguobacterium	Rhizocola	Bdellovibrio	Escherichia-Shigella	Dongia	Paucibacter	Fictibacillus	Candidatus_Alysiosphaera	Nordella	Sphingopyxis	Mycobacterium	Simiduia	Parafilimonas	Domibacillus	Reyranella	Polyangium	Ferruginibacter	Solitalea	Staphylococcus	Luteibacter	Blautia	Blastococcus	Acidovorax	Dechloromonas	Rhizobacter	Cellulomonas	unidentified_Cytophagaceae	Corynebacterium_1	Marinicella	Nitrosospira	Actinophytocola	Euzebya	Paracocccus	Rubellimicrobium	AKYG587	Aquabacterium	Niabella	Sporocytophaga	Nitrolancea	Luteolibacter	Agaricicola	Prosthecobacter
Altererythrobacter	0	0	0.80250255458472	0	0.841823392448559	0	0.838103756708408	0	0	0	0.934763554672179	0	0.950849351980114	0.798927932960734	0	0.947227191413238	0	0	0	0	0.747763864042934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763181716720881	0.764758497316637	0.907953892492289	0	0	0	0	0	0	0	0	0.881144230312398	0	0	0	0	0	0	0.931188933048194	0	0	0	0	0.823635065964047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775692892404829	0.856121878944501	0	0	0	0	0	0	0	0	0.737030411449016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792486583184258	-0.7095623923611	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764969027532873	0	0	0	0	0	0.91510313574026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861483811380479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829159212880143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710196779964222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718890171705576
Candidatus_Nitrososphaera	-0.767857142857143	0	0	0.707142857142857	0	0.775	0	0	-0.725	0	0	0.878571428571429	0	0	0.882142857142857	0	0	0.735714285714286	0.803571428571429	0	0	0.746428571428571	0.925	0	0	0	0.821428571428571	0	0.814285714285714	0	0	0	0	0	0.889285714285714	0	0	0	0	0	0	0	0	0	0.752693006869287	0.742857142857143	0	0.746428571428571	0.784629446464793	0	0.8	0.753571428571429	0.729222811293019	0	0	0.742857142857143	0.852547257320515	0.732142857142857	0	0.763445764110276	0	0.785714285714286	0	0	0	0	0.771428571428571	0.717857142857143	0.707142857142857	0	0.917857142857143	0.785714285714286	0.85	0	0	0.728571428571429	0.867857142857143	0.763181716720881	0.704200459925122	0.832142857142857	0.771428571428571	0	0	0.792857142857143	0	0.785714285714286	0.766756338344866	0.893655405996347	0	0	0	0.792857142857143	0.758498530309262	0	0	0	0.775	0.714285714285714	0	0.741733986976968	0.875	0	0.740609414028383	0.89544271680834	0.850759946508523	0.721428571428571	0.810714285714286	0	0	0	0	0.768543649156859	0	0	0	0.734584743728998	0	0.806077176208705	0	0	0	0.797854586127196	0.885714285714286	0
Variovorax	-0.882142857142857	0	0	0	0	0.732142857142857	0	0	0	0	0	0	0	0	0.803571428571429	0	0	0.892857142857143	0.85	0.735714285714286	0	0.914285714285714	0	0	0.914285714285714	0	0.889285714285714	0	0.892857142857143	0	0.842857142857143	0	-0.713137013985085	0	0.832142857142857	0	0	0	0	0	0	0	0	0	0.827962307556215	0	0	0.875	0.949062041168121	0	0	0.9	0.904379270868303	0	0	0.871428571428571	0.920465068176238	0.935714285714286	0	0.842299317210868	0	0.875	0	-0.764285714285714	0.914807404251074	0	0.839285714285714	0.839285714285714	0.896428571428571	0.888293473560369	0.753571428571429	0.85	0	0	0	0	0.871428571428571	0.884718851936384	0.856121878944501	0.828571428571429	0.853571428571429	0	0	0.875	0	0.85	0.793566000524756	0.764969027532873	0	0	0	0.782142857142857	0.824688260548514	0	0	0	0.707142857142857	0.917857142857143	0	0	0.760714285714286	0	0.812165879151899	0.768543649156859	0.720286257233056	0.939285714285714	0.828571428571429	0	0	0	0	0.809651797832691	0	0	0	0.840036081636567	0	0.906166581680296	0	0	0	0.838999553573217	0.853571428571429	0
Solirubrobacter	0	0.835714285714286	0.882142857142857	0	0	0	0	0.804289865396713	0.85	0	0.757142857142857	0	0.735714285714286	0	0	0.727435500481027	0	0	0	0	0.927614311424208	0	0	0	0	0	0	0	0	0	0	0	0.893655405996347	0	0	0.864285714285714	0.766756338344866	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0	0.764285714285714	0	0	0	0	0.837210641945129	-0.720434735146317	0	0	0	0	0	0	0	0	0	-0.757819784284902	0	0	0	-0.703571428571429	0	0	0	0	0	-0.710714285714286	0	0.817857142857143	0	-0.707142857142857	-0.703571428571429	0	0	0	0.739285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806077176208705	0	0	0	0	0	0	0	0	0	0	0.797854586127196
Woodsholea	-0.899647355829481	-0.813625297901562	0	0	0	0.74552450204196	0	0	-0.853052074451858	0	0	0.75627725928295	0	0	0.888894598588491	0	0	0.92115287031146	0.906815860656807	0	0	0.870973336520175	0.774198521351266	0	0.870973336520175	0	0.93190562755245	0	0.896063103415817	0	0.838715064797205	0	-0.792827981847514	0	0.831546559969879	0	0	0	0	0	0	0.752693006869287	0.827962307556215	0	0	0	0	0.956995394448093	0.853814749681938	-0.702513473078001	0	0.960579646861756	0.889689318996305	0	0	0.802872540660572	0.900451689790615	0.827962307556215	0	0.902877697841727	0	0.903231608243144	0	-0.76703001652394	0.927093084818808	0	0.702513473078001	0.867389084106511	0.888894598588491	0.904039146722052	0.727603239973644	0	0	0.724018987559981	0	0	0.874557588933838	0.864577120476248	0.889689318996305	0.93190562755245	0.896063103415817	-0.75627725928295	0	0.892478851002154	0	0.903231608243144	0.898657961324897	0.780271882587485	0	0	0	0.935489879966113	0.8976675149126	0	0	0	0	0.870973336520175	0	0.739016127875963	0.842299317210868	0	0.836626123898543	0.79641543877895	0.893276775927742	0.860220579279185	0.946242637207103	0	0	0	0	0.911214060584925	0	0	0	0.882514405133432	0	0.939913716036419	0	0	0	0.937164885568754	0.831546559969879	-0.709157336780954
Candidatus_Entotheonella	0	0	0	0.892857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814285714285714	0	0	0.814285714285714	0	0.796428571428571	0	0	0	0	0	0	0	0	0	0.725	0	0	0	-0.757142857142857	0	0	0.742857142857143	0	0	0	0	0	0	0.757819784284902	0	0.882142857142857	0.7	0.720286257233056	0	0	0.810714285714286	0	0.721428571428571	0	0	0.835714285714286	0	0.710714285714286	0	0.701352343259156	0	0.946428571428571	0	0	0	0.782142857142857	0	0.764285714285714	0	0.792857142857143	0.735714285714286	0	0	0.738159365352983	0	0	0	0	0	0	0	0	0	0	0	0.864285714285714	0.703571428571429	0	0	0	0	0.860714285714286	0	0	0	0	0.717857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742857142857143	0
Sporosarcina	0	0	0.814285714285714	0	0.7	0	0.823950284328632	0.748883230224939	0	0.864285714285714	0.903571428571429	0	0.882142857142857	0.914285714285714	0	0.843610703260552	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796428571428571	0.770330959968851	0.910714285714286	0	0.881144230312398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846428571428571	0	0	0	0	0.813954790779987	0	0	0	0	0	0	0.745308608600954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825	0.846428571428571	0	0	0	0.725	0.840036081636567	0	0	0	0	0	0	0	0	0	0	0	0	0.841823392448559	0	0	0	0	0.800715243772727	0	0	0	0	0	0.723860878857041	0	0.748883230224939	0	0	0.713775739607065
Terribacillus	-0.896428571428571	-0.735714285714286	0	0	0	0.710714285714286	0	-0.705987770737114	-0.789285714285714	0	0	0.753571428571429	0	0	0.882142857142857	0	0	0.914285714285714	0.910714285714286	0	0	0.885714285714286	0.757142857142857	0	0.903571428571429	0	0.917857142857143	0	0.903571428571429	0	0.839285714285714	0	-0.806077176208705	0	0.860714285714286	0	0	0	0	0	0	0.746428571428571	0.875	0	0.956995394448093	0	0	0	0.904379270868303	0	0	0.957142857142857	0.920465068176238	0	0	0.860714285714286	0.938338176296165	0.878571428571429	0	0.92115287031146	0	0.914285714285714	0	-0.782142857142857	0.941713504376105	0	0.767857142857143	0.875	0.9	0.89544271680834	0.753571428571429	0.717857142857143	0	0.753571428571429	0	0	0.871428571428571	0.863271122192471	0.882931541124391	0.9	0.907142857142857	-0.721428571428571	0	0.889285714285714	0	0.882142857142857	0.886506162748377	0.836461460012581	0	0	0	0.907142857142857	0.872988874506887	0	0	0	0	0.889285714285714	0	0.713137013985085	0.8	0	0.840788465201305	0.809651797832691	0.841823392448559	0.892857142857143	0.925	0	0	0	0	0.89544271680834	0	0	0	0.877569608688413	0	0.945487419544135	0	0	0	0.924867311721435	0.892857142857143	-0.729875944259856
Illumatobacter	-0.884718851936384	0	0	0	0	0.731010122105012	0	0	0	0	0	0.773905581592837	0	0	0.818588351892654	0	0	0.881144230312398	0.852547257320515	0.798927932960734	0	0.87578229787642	0.773905581592837	0	0.907953892492289	0	0.902591960056311	0	0.884718851936384	0	0.807864487020698	0	0	0	0.841823392448559	0	0	0	0	0	0	0.784629446464793	0.949062041168121	0	0.853814749681938	0.757819784284902	0	0.904379270868303	0	0	0	0.932976243860187	0.893559928443649	0	0	0.911528514116274	0.93649373881932	0.96157321685207	0	0.843052378887628	0	0.907953892492289	0	-0.713137013985085	0.912932276559919	0	0.89544271680834	0.832886838388596	0.881144230312398	0.87298747763864	0.816801041080661	0.816801041080661	0	0	0	0	0.872207676252435	0.839892665474061	0.898926654740608	0.854334568132508	0.84897263569653	0	0	0.857909189756493	0	0.836461460012581	0.819320214669052	0.813953488372093	0	0	0	0.82931221676461	0.813787255392737	0	0	0	0.759607095096895	0.879356919500406	0	0.729874776386404	0.80250255458472	0	0.786034334691775	0.776386404293381	0.769230769230769	0.943700108732143	0.840036081636567	0	0	0	0	0.803220035778175	0	0	0	0.826475849731664	0	0.898926654740608	0	0	0	0.873769374327076	0.911528514116274	0
Gemmatimonas	0.714285714285714	0.725	0	0	0	0	0	0.75603247347291	0.732142857142857	0	0	0	0	0	0	0	0	0	0	0	0	-0.710714285714286	0	0	0	0.789285714285714	0	0	0	0	0	0.775	0.781054824840808	0	0	0.742857142857143	0	0	0	0	0.861483811380479	0	0	0.725	-0.702513473078001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74552450204196	0	0	0	0.742857142857143	0	0.797140622148742	0	0	0	-0.711349703173092	0	0	0	0	0	0	0	-0.720286257233056	0	-0.725	0	0.860714285714286	0	-0.7	0	0	-0.727435500481027	0	0	0	0	0	-0.713775739607065	0	0	0	0	0	0	0	0	0	-0.785332204730581	0	0	0	-0.703571428571429	0	0	0	0	-0.741733986976968	0	0	0	-0.75603247347291	0	0	0	0	0	-0.737031590772208	0	0.797854586127196
Terrimonas	-0.721428571428571	0	0	0.817857142857143	0	0	0	0	0	0	0	0	0	0	0.739285714285714	0	0	0	0	0.721428571428571	0	0.707142857142857	0.814285714285714	0	0	0	0	0	0	0	0	0	0	0	0.785714285714286	0	0	0	-0.753571428571429	0	0	0.8	0	0	0	0.882142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706097725491664	0.703571428571429	0	0	0	0	0	0.835714285714286	0	0	0	0.8	0.707142857142857	0.867857142857143	0	0.767857142857143	0.785714285714286	0	0.711349703173092	0	0	0	0	0	0.710714285714286	0	0	0.725648189669034	0.747095919412946	0	0	0.817857142857143	0	0	0	0	0	0.735714285714286	0.707142857142857	0	0	0.785714285714286	0	0.733453767516032	0.7095623923611	0	0	0.710714285714286	0	0	0	0	0.700625838301136	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	-0.925	-0.753571428571429	0	0	0	0.739285714285714	0	0	-0.775	0	0	0.757142857142857	0	0	0.882142857142857	0	0	0.921428571428571	0.932142857142857	0.721428571428571	0	0.896428571428571	0.796428571428571	0.710714285714286	0.935714285714286	0	0.946428571428571	0	0.907142857142857	0	0.882142857142857	0	-0.734584743728998	0	0.864285714285714	0	0	0	0	0	0	0.753571428571429	0.9	0	0.960579646861756	0.7	0	0.957142857142857	0.932976243860187	0	0	0	0.924039689800223	0	0	0.910714285714286	0.931188933048194	0.903571428571429	0	0.917568617897797	0	0.932142857142857	0	-0.75	0.96323838447613	0	0.810714285714286	0.882142857142857	0.946428571428571	0.904379270868303	0.753571428571429	0	0	0.778571428571429	0	0	0.885714285714286	0.881144230312398	0.918677757364245	0.917857142857143	0.921428571428571	0	0	0.903571428571429	0.732142857142857	0.910714285714286	0.888293473560369	0.811439108644683	0	0	0	0.942857142857143	0.88730016753159	0	0	0	0.717857142857143	0.914285714285714	0	0.732797432917005	0.85	0	0.826477172176602	0.781054824840808	0.861483811380479	0.914285714285714	0.942857142857143	0	0	0	0	0.873994987064428	0	0.717857142857143	0	0.884718851936384	0	0.938338176296165	0	0	0	0.932022958233787	0.892857142857143	0
Bifidobacterium	-0.94191279792015	-0.716711635609071	0	0	0	0	0	-0.717352415026834	-0.745308608600954	0	0	0	0	0	0.865058433004464	0	0	0.857909189756493	0.920465068176238	0.7095623923611	0	0.956211284416092	0.793566000524756	0	0.907953892492289	0	0.900804649244318	0	0.888293473560369	0	0.891868095184355	0	-0.738819320214669	0	0.911528514116274	0	0	0	0	0	0	0.729222811293019	0.904379270868303	0	0.889689318996305	0.720286257233056	0	0.920465068176238	0.893559928443649	0	0	0.924039689800223	0	0	0	0.884718851936384	0.879248658318426	0.924039689800223	0	0.954263543762166	0	0.891868095184355	0	-0.781054824840808	0.938067088500605	0	0.836461460012581	0.852547257320515	0.866845743816457	0.871198568872988	0.788204068088778	0.757819784284902	0	0	0	0	0.841823392448559	0.913237924865832	0.843470483005367	0.866845743816457	0.820375662704647	0	0	0.920465068176238	0	0.899017338432325	0.874776386404293	0.813953488372093	0	0	0	0.859696500568486	0.856759519703905	0	0	0	0	0.950849351980114	0	0	0.809651797832691	0	0.929275215729001	0.833631484794276	0.779964221824687	0.938338176296165	0.916890446552252	0	0	0	0	0.864937388193202	0	0	0	0.867620751341682	0	0.934704830053667	0	0	0	0.856759519703905	0.859696500568486	0
Lysinibacillus	0	0	0.767857142857143	0	0.782142857142857	0	0.764969027532873	0.716711635609071	0	0	0.889285714285714	0	0.932142857142857	0.796428571428571	0	0.881144230312398	0	0	0	0	0.806077176208705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0.707775081549107	0.903571428571429	0	0.931188933048194	0	0	0	0.764285714285714	0	0	0.846428571428571	0	0	0	0	0	0	0	0	0	0	0	0.79427676287102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803571428571429	0.835714285714286	0	0	0	0	0	0	0	0	0.788204068088778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856121878944501	0	0	0	0	0	0.731010122105012	0.75	0	0	0	0.713775739607065
Modestobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides	-0.839285714285714	0	0	0	0	0.732142857142857	0	0	0	0	0	0.767857142857143	0	0	0.771428571428571	0	0	0.785714285714286	0.832142857142857	0	0	0.821428571428571	0.814285714285714	0	0.907142857142857	0	0.821428571428571	0	0.796428571428571	0	0.789285714285714	0	0	0	0.867857142857143	0	0	0	0	0	0	0.742857142857143	0.871428571428571	0	0.802872540660572	0.810714285714286	0	0.860714285714286	0.911528514116274	0	0	0.910714285714286	0.884718851936384	0	0	0	0.852547257320515	0.871428571428571	0	0.835130812383542	0	0.860714285714286	0	0	0.873551384059358	0	0.903571428571429	0.742857142857143	0.885714285714286	0.750670541036932	0.75	0	0	0.757142857142857	0	0	0.789285714285714	0.813226419456676	0.793566000524756	0.810714285714286	0.871428571428571	0	0	0.832142857142857	0	0.792857142857143	0.759607095096895	0.770330959968851	0	0	0	0.835714285714286	0.762076353565438	0	0	0	0.835714285714286	0.864285714285714	0	0	0.767857142857143	0	0.751342883796911	0.738159365352983	0.763181716720881	0.853571428571429	0.828571428571429	0	0	0	0	0.720286257233056	0	0.707142857142857	0	0.75603247347291	0	0.820375662704647	0	0	0	0.796065674499108	0.9	0
unidentified_Gemmatimonadetes	-0.893655405996347	0	0	0	0	0.770330959968851	0	0	-0.777480203216822	0	0	0.825737595140625	0	0	0.927614311424208	0	0	0.934763554672179	0.929401622236201	0	0	0.900804649244318	0.795353311336749	0	0.888293473560369	0	0.956211284416092	0	0.950849351980114	0	0.859696500568486	0	-0.728085867620751	0	0.909741203304282	0	0	0	0	0	0	0.852547257320515	0.920465068176238	0	0.900451689790615	0	0	0.938338176296165	0.93649373881932	0	0	0.931188933048194	0.879248658318426	0	0	0.852547257320515	0	0.900804649244318	0	0.889689318996305	0	0.913315824928267	0	-0.773905581592837	0.878820746068988	0	0.798927932960734	0.899017338432325	0.909741203304282	0.898032200357782	0.841823392448559	0.841823392448559	0.727435500481027	0.725648189669034	0	0	0.963360527664062	0.892665474060823	0.868515205724508	0.913315824928267	0.931188933048194	0	0	0.909741203304282	0	0.900804649244318	0.858676207513417	0.903398926654741	0	0	0	0.877569608688413	0.876455140846524	0	0	0	0.702413149113129	0.888293473560369	0	0.731663685152057	0.866845743816457	0	0.827216087989977	0.872093023255814	0.855098389982111	0.907953892492289	0.913315824928267	0	0	0	0	0.889087656529517	0	0.725648189669034	0	0.882826475849732	0	0.964221824686941	0	0	0	0.931065726741966	0.94191279792015	0
Methylophilus	-0.882142857142857	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0.8	0	0	0.860714285714286	0.839285714285714	0.817857142857143	0	0.907142857142857	0.764285714285714	0	0.928571428571429	0	0.875	0	0.878571428571429	0	0.814285714285714	0	-0.702413149113129	0	0.835714285714286	0	0	0	0	0	0	0.732142857142857	0.935714285714286	0	0.827962307556215	0.721428571428571	0	0.878571428571429	0.96157321685207	0	0	0.903571428571429	0.924039689800223	0	0	0.871428571428571	0.900804649244318	0	0	0.863804831692848	0	0.864285714285714	0	-0.757142857142857	0.895076264159384	0	0.882142857142857	0.817857142857143	0.85	0.899017338432325	0.817857142857143	0.792857142857143	0	0	0	0	0.853571428571429	0.865058433004464	0.902591960056311	0.825	0.771428571428571	0	0	0.864285714285714	0	0.835714285714286	0.806077176208705	0.775692892404829	0	0	0	0.807142857142857	0.79427676287102	0	0	0	0	0.910714285714286	0	0.770330959968851	0.775	0.703571428571429	0.85331084659792	0.788204068088778	0	0.989285714285714	0.832142857142857	0	0	0	0	0.815013730268669	0	0	0	0.838248770824574	0	0.907953892492289	0	0	0	0.838999553573217	0.864285714285714	0
Iamia	0	0.805010232639547	0.958856632655105	0	0	0	0	0	0	0	0.865833227994535	0	0.813954790779987	0.729875944259856	0	0.908684339079899	0	0	0	0	0.802148933808463	0	0	0	0	0	0	0	0	0	0	0	0.715309149679645	0	0	0.808588055895723	0.949866092378102	0.815743702408074	0	0.823635065964047	0	0	0	0.837210641945129	0	0	0.813954790779987	0	0	0	0	0	0	0.79427676287102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.751342883796911	0	0	0	0	0	0	0	0	0	0	-0.704831181466626	0	0	0	0.715564651235153	0.915922753580996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795882145263084	0	0	0	0	0	0.701880317082405	0	0	0	0	0
Opitutus	-0.974916656516409	-0.795704035833246	0	0	0	0	0	0	-0.824378055142552	0	0	0	0	0	0.93190562755245	0	0	0.863804831692848	0.967748151689083	0	0	0.96416389927542	0.831546559969879	0	0.878141841347501	0	0.93190562755245	0	0.939074132379777	0	0.892478851002154	0	-0.747984770204555	0	0.939074132379777	0	0	0	0	0	0	0.763445764110276	0.842299317210868	-0.720434735146317	0.902877697841727	0	0	0.92115287031146	0.843052378887628	-0.74552450204196	0.706097725491664	0.917568617897797	0.954263543762166	0	0	0.835130812383542	0.889689318996305	0.863804831692848	0	0	0	0.924737122725124	0	-0.827962307556215	0.919892361829924	0	0.763445764110276	0.892478851002154	0.867389084106511	0.866370848941966	0.77778277376493	0.706097725491664	0.738355997214634	0.720434735146317	0	0	0.881726093761164	0.954263543762166	0.826908822696163	0.928321375138787	0.842299317210868	-0.716850482732654	0	0.96416389927542	0.702513473078001	0.949826889620766	0.950676086830729	0.886101862064868	0	0	0	0.913984365484134	0.924597540359978	0	0	0	0	0.96416389927542	0	0	0.867389084106511	0	0.940755555628405	0.86278339201053	0.843052378887628	0.892478851002154	0.978500908930073	0	0	0	0.713266230318991	0.923770159844954	0	0	0	0.948882358365011	0	0.929151345242109	0	0	0	0.928188210419628	0.863804831692848	-0.701975996661653
Aeromicrobium	0	0	0	0.935714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753571428571429	0	0	0	0	0	0	0	0	0	0	-0.760714285714286	0	0	0	0	0	0	0.835714285714286	0	0	0	0	0.703571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778571428571429	0	0	0	0	0	0.8	0	0	0.704200459925122	0	0.789285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795353311336749	0	0	0
Pseudonocardia	-0.957142857142857	-0.775	0	0	0	0.746428571428571	0	0	-0.842857142857143	0	0	0.785714285714286	0	0	0.903571428571429	0	0	0.871428571428571	0.925	0	0	0.917857142857143	0.817857142857143	0	0.839285714285714	0	0.942857142857143	0	0.953571428571429	0	0.846428571428571	0	-0.80250255458472	0	0.889285714285714	0	0	0	0	0	0	0.785714285714286	0.875	0	0.903231608243144	0	0	0.914285714285714	0.907953892492289	0	0	0.932142857142857	0.891868095184355	0	0	0.860714285714286	0.913315824928267	0.864285714285714	0	0.924737122725124	0	0	0	-0.785714285714286	0.923776104292751	0	0.739285714285714	0.864285714285714	0.914285714285714	0.86863305462845	0.771428571428571	0.742857142857143	0	0.75	0	0	0.896428571428571	0.920465068176238	0.818588351892654	0.964285714285714	0.907142857142857	-0.721428571428571	0	0.935714285714286	0.753571428571429	0.942857142857143	0.929401622236201	0.873994987064428	0	0	0	0.907142857142857	0.940967516374226	0	0	0	0	0.914285714285714	0	0	0.85	0	0.826477172176602	0.856121878944501	0.918677757364245	0.892857142857143	0.935714285714286	0	0	0	0	0.870420365440442	0	0.721428571428571	0	0.916890446552252	0	0.89544271680834	0	0	0	0.932022958233787	0.917857142857143	0
Aquicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746428571428571	0	0	0	0	0	0.707142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polycyclovorans	0.842857142857143	0	0	0	0	0	0	0.766756338344866	0	0	0	0	0	0	-0.803571428571429	0	0.828571428571429	-0.882142857142857	-0.807142857142857	0	0	-0.882142857142857	0	0	-0.75	0	-0.839285714285714	0	-0.885714285714286	0	-0.857142857142857	0	0	0	-0.725	0	0	0	0	0	0	0	-0.764285714285714	0	-0.76703001652394	0	0	-0.782142857142857	-0.713137013985085	0.742857142857143	0	-0.75	-0.781054824840808	0	0	0	-0.773905581592837	-0.757142857142857	0	-0.827962307556215	0	-0.785714285714286	0	0	-0.789245603667593	0.838248770824574	0	-0.896428571428571	-0.792857142857143	-0.7095623923611	-0.728571428571429	0	0	0	0	0	-0.85	-0.884718851936384	-0.797140622148742	-0.814285714285714	0	0	0	-0.835714285714286	0	-0.867857142857143	-0.872207676252435	-0.723860878857041	0	0	0	-0.771428571428571	-0.885511255903502	0	0	0	0	-0.853571428571429	0	0	-0.807142857142857	0	-0.896244725672029	-0.766756338344866	-0.720286257233056	-0.782142857142857	-0.817857142857143	0	0	0	-0.896428571428571	-0.924039689800223	0	0	0	-0.913315824928267	0	-0.845398014072545	0	0	0	-0.837210641945129	0	0.76923200007779
Bosea	-0.929157324317757	-0.724670963367517	0	0	0	0	0	0	-0.721083483350846	0	0	0	0	0	0.848439023942662	0	0	0.8807263440927	0.891488784142713	0.75875202352589	0	0.909426184226067	0.740814623442536	0	0.927363584309422	0	0.90045748418439	0	0.893282524151048	0	0.853820243967669	0	-0.750453670800484	0	0.823326663825966	0	0	0	0	0	0	0	0.914807404251074	0	0.927093084818808	0.701352343259156	0	0.941713504376105	0.912932276559919	0	0	0.96323838447613	0.938067088500605	0	0	0.873551384059358	0.878820746068988	0.895076264159384	0	0.919892361829924	0	0.923776104292751	0	-0.789245603667593	0	0	0.801801783725941	0.846645283934327	0.921982364284415	0.886899792764208	0.717496003334175	0.717496003334175	0	0.713908523317504	0	0	0.823326663825966	0.891388152039331	0.91113693284987	0.886107564117707	0.853820243967669	0	0	0.878932604084365	0	0.909426184226067	0.899467198734551	0.786360545001464	0	0	0	0.909426184226067	0.90386671559234	0	0	0	0	0.927363584309422	0	0	0.774895683600909	0	0.840074929501827	0.755839701930631	0.804313982101954	0.905838704209396	0.914807404251074	0	0	0	0	0.861764980823522	0	0	0	0.899467198734551	0	0.898569526879527	0	0	0	0.899374336290192	0.848439023942662	0
